index,start_expression,halide_result,halide_time
3157,( / ( - ( + ( min v0 256 ) v1 ) 256 ) 2 ),( - ( / ( + ( min v0 256 ) v1 ) 2 ) 128 ),5
3158,( min ( - ( + ( / ( + ( min v0 8 ) v1 ) 4 ) ( * 0 8 ) ) 2 ) ( / ( - ( + v0 v1 ) 26 ) 4 ) ),( / ( - ( + ( min v0 26 ) v1 ) 26 ) 4 ),14
3159,( min ( min ( / ( - ( + ( min v0 98 ) v1 ) 98 ) 32 ) ( - ( * v2 2 ) 1 ) ) ( / ( + 0 ( / ( - ( + ( min v0 98 ) v1 ) 98 ) 16 ) ) 2 ) ),( min ( / ( - ( + ( min v0 98 ) v1 ) 98 ) 32 ) ( - ( * v2 2 ) 1 ) ),8
3160,( / ( - ( min ( + ( + ( * ( / ( - v0 v1 ) 8 ) 8 ) v1 ) 7 ) v0 ) ( min ( - v0 7 ) v1 ) ) 8 ),( / ( - ( min ( + ( + ( * ( / ( - v0 v1 ) 8 ) 8 ) v1 ) 7 ) v0 ) ( min ( - v0 7 ) v1 ) ) 8 ),53
3161,( + ( + v0 4 ) 0 ),( + v0 4 ),2
3162,( max ( + ( * ( min ( + ( + ( * ( / ( - v0 v1 ) 8 ) 8 ) v1 ) 7 ) v0 ) 2 ) 2 ) ( + ( * ( + 7 ( min ( + ( * ( / ( - v0 v1 ) 8 ) 8 ) v1 ) ( - v0 7 ) ) ) 2 ) 2 ) ),( + ( * ( min ( + ( + ( * ( / ( - v0 v1 ) 8 ) 8 ) v1 ) 7 ) v0 ) 2 ) 2 ),9
3163,( - ( max ( max ( + ( max ( * ( min ( + ( + ( * ( / ( - v0 v1 ) 8 ) 8 ) v1 ) 7 ) v0 ) 2 ) ( + ( * ( max ( min ( + ( + ( * ( / ( - v0 v1 ) 8 ) 8 ) v1 ) 7 ) v0 ) ( min ( + ( + ( * ( / ( - v2 v3 ) 8 ) 8 ) v3 ) 7 ) v2 ) ) 2 ) 1 ) ) 2 ) ( + v4 v5 ) ) ( min ( + ( + ( * ( / ( - ( - v6 v7 ) 1 ) 8 ) 8 ) v7 ) 8 ) v6 ) ) ( min ( - ( min ( min ( + ( min ( min ( * ( min ( - v2 7 ) v3 ) 2 ) ( + ( * ( min ( - v0 7 ) v1 ) 2 ) 3 ) ) ( * ( min ( - v0 7 ) v1 ) 2 ) ) 7 ) ( + ( min v4 8 ) v5 ) ) v6 ) 8 ) v7 ) ),( - ( max ( max ( + ( max ( * ( min ( + ( + ( * ( / ( - v0 v1 ) 8 ) 8 ) v1 ) 7 ) v0 ) 2 ) ( + ( * ( max ( min ( + ( + ( * ( / ( - v0 v1 ) 8 ) 8 ) v1 ) 7 ) v0 ) ( min ( + ( + ( * ( / ( - v2 v3 ) 8 ) 8 ) v3 ) 7 ) v2 ) ) 2 ) 1 ) ) 2 ) ( + v4 v5 ) ) ( min ( + ( + ( * ( / ( - ( - v6 v7 ) 1 ) 8 ) 8 ) v7 ) 8 ) v6 ) ) ( min ( - ( min ( min ( + ( min ( min ( * ( min ( - v2 7 ) v3 ) 2 ) ( + ( * ( min ( - v0 7 ) v1 ) 2 ) 3 ) ) ( * ( min ( - v0 7 ) v1 ) 2 ) ) 7 ) ( + ( min v4 8 ) v5 ) ) v6 ) 8 ) v7 ) ),30
3164,( && ( && ( && ( && 1 ( && ( != v0 v1 ) ( == v0 v1 ) ) ) ( && ( != v0 v1 ) ( == v2 v3 ) ) ) 1 ) 1 ),0,41
3165,( min ( - ( + ( / ( + ( min v0 8 ) v1 ) 2 ) ( * ( / ( + ( - ( / ( + v0 v1 ) 2 ) ( / ( + ( min v0 8 ) v1 ) 2 ) ) 4 ) 8 ) 8 ) ) 4 ) ( - ( / ( + v0 v1 ) 2 ) 7 ) ),( - ( min ( / ( + v0 v1 ) 2 ) ( + ( + ( / ( + ( min v0 8 ) v1 ) 2 ) ( * ( / ( + ( - ( / ( + v0 v1 ) 2 ) ( / ( + ( min v0 8 ) v1 ) 2 ) ) 4 ) 8 ) 8 ) ) 3 ) ) 7 ),23
3166,v0,v0,7
3167,( + v0 ( / v1 2 ) ),( + ( / v1 2 ) v0 ),21
3168,( max ( - ( * v0 2 ) 1 ) ( - ( * v0 2 ) 1 ) ),( - ( * v0 2 ) 1 ),3
3169,( max ( max ( / ( + ( + v0 v1 ) 6 ) 8 ) ( + ( * ( min ( + ( + ( * ( / ( - v2 v3 ) 32 ) 32 ) v3 ) 31 ) v2 ) 2 ) 2 ) ) ( min ( + ( + ( * ( / ( - v4 v5 ) 32 ) 32 ) v5 ) 31 ) v4 ) ),( max ( max ( / ( + ( + v0 v1 ) 6 ) 8 ) ( + ( * ( min ( + ( + ( * ( / ( - v2 v3 ) 32 ) 32 ) v3 ) 31 ) v2 ) 2 ) 2 ) ) ( min ( + ( + ( * ( / ( - v4 v5 ) 32 ) 32 ) v5 ) 31 ) v4 ) ),15
3170,( max ( max ( / ( + ( + v0 v1 ) 6 ) 8 ) ( + ( * ( min ( + ( + ( * ( / ( - v2 v3 ) 8 ) 8 ) v3 ) 7 ) v2 ) 2 ) 2 ) ) ( / ( + ( / ( + ( + v0 v1 ) 2 ) 4 ) 1 ) 2 ) ),( max ( / ( + ( + v0 v1 ) 6 ) 8 ) ( + ( * ( min ( + ( + ( * ( / ( - v2 v3 ) 8 ) 8 ) v3 ) 7 ) v2 ) 2 ) 2 ) ),22
3171,( min ( min ( / ( - ( + ( min v0 50 ) v1 ) 50 ) 8 ) ( - ( * ( min ( - v2 7 ) v3 ) 2 ) 1 ) ) ( / ( + 0 ( / ( - ( + ( min v0 26 ) v1 ) 26 ) 4 ) ) 2 ) ),( min ( / ( - ( + ( min v0 50 ) v1 ) 50 ) 8 ) ( - ( * ( min ( - v2 7 ) v3 ) 2 ) 1 ) ),65
3172,( + ( / ( - ( / ( + ( + v0 v1 ) 14 ) 16 ) ( / v1 16 ) ) 8 ) 1 ),( + ( / ( - ( / ( + ( + v0 v1 ) 14 ) 16 ) ( / v1 16 ) ) 8 ) 1 ),7
3173,( + v0 v1 ),( + v0 v1 ),9
3174,( min ( + ( * 0 256 ) v0 ) ( - ( + v1 v0 ) 256 ) ),( - ( + ( min v1 256 ) v0 ) 256 ),8
3175,( - ( * ( % ( / ( + ( + v0 v1 ) 1 ) 2 ) 4 ) ( + ( - v2 v3 ) 8 ) ) v3 ),( - ( * ( % ( / ( + ( + v1 v0 ) 1 ) 2 ) 4 ) ( + ( - v2 v3 ) 8 ) ) v3 ),7
3176,( min ( min ( / v0 64 ) ( - ( * ( / v0 128 ) 2 ) 1 ) ) v1 ),( min ( min ( / v0 64 ) ( - ( * ( / v0 128 ) 2 ) 1 ) ) v1 ),17
3177,( / ( + ( - ( + ( min v0 256 ) v1 ) 256 ) 258 ) 4 ),( / ( + ( + ( min v0 256 ) v1 ) 2 ) 4 ),9
3178,( + ( / ( - v0 v1 ) 8 ) 1 ),( + ( / ( - v0 v1 ) 8 ) 1 ),3
3179,( min ( min ( - v0 31 ) v1 ) ( - ( min ( / ( + ( min v2 64 ) v3 ) 8 ) ( + ( * ( min ( - v4 31 ) v5 ) 2 ) 7 ) ) 8 ) ),( min ( min ( - v0 31 ) v1 ) ( - ( min ( / ( + ( min v2 64 ) v3 ) 8 ) ( + ( * ( min ( - v4 31 ) v5 ) 2 ) 7 ) ) 8 ) ),11
3180,( min v0 ( * v1 8 ) ),( min ( * v1 8 ) v0 ),2
3181,( max ( max ( / ( + ( + v0 v1 ) 2 ) 4 ) ( + ( * ( min ( + ( + ( * ( / ( - v2 v3 ) 8 ) 8 ) v3 ) 7 ) v2 ) 2 ) 2 ) ) ( min ( + ( + ( * ( / ( - v4 v5 ) 8 ) 8 ) v5 ) 7 ) v4 ) ),( max ( max ( / ( + ( + v0 v1 ) 2 ) 4 ) ( + ( * ( min ( + ( + ( * ( / ( - v2 v3 ) 8 ) 8 ) v3 ) 7 ) v2 ) 2 ) 2 ) ) ( min ( + ( + ( * ( / ( - v4 v5 ) 8 ) 8 ) v5 ) 7 ) v4 ) ),16
3182,( + ( - ( / ( + ( + 0 v0 ) 15 ) 16 ) ( / ( + 0 v0 ) 16 ) ) 1 ),( / ( + ( % v0 16 ) 31 ) 16 ),37
3183,( / ( - ( / ( + ( + v0 v1 ) 30 ) 32 ) ( / v1 32 ) ) 8 ),( / ( - ( / ( + ( + v0 v1 ) 30 ) 32 ) ( / v1 32 ) ) 8 ),4
3184,( max ( - ( * v0 2 ) 1 ) ( * v0 2 ) ),( * v0 2 ),7
3185,( min ( min ( min ( min ( min ( / v0 8 ) ( - ( * ( min ( - v1 63 ) v2 ) 2 ) 1 ) ) ( - ( / ( + ( min v3 256 ) v0 ) 8 ) 32 ) ) ( / ( - ( + ( min v3 256 ) v0 ) 252 ) 8 ) ) ( - v4 127 ) ) v5 ),( min ( min ( min ( min ( min ( / v0 8 ) ( - ( * ( min ( - v1 63 ) v2 ) 2 ) 1 ) ) ( - ( / ( + ( min v3 256 ) v0 ) 8 ) 32 ) ) ( / ( - ( + ( min v3 256 ) v0 ) 252 ) 8 ) ) ( - v4 127 ) ) v5 ),13
3186,( min ( + v0 ( * v1 64 ) ) ( - v2 63 ) ),( min ( + ( * v1 64 ) v0 ) ( - v2 63 ) ),5
3187,( / ( + ( - ( / ( - ( + ( min ( + ( * ( + v0 v1 ) 8 ) v2 ) ( + v3 1 ) ) ( + v4 v5 ) ) 2 ) 8 ) ( / ( + ( min ( + ( * v1 8 ) v2 ) ( - v3 7 ) ) v5 ) 8 ) ) 8 ) 8 ),( + ( / ( - ( / ( - ( + ( min ( + ( * ( + v0 v1 ) 8 ) v2 ) ( + v3 1 ) ) ( + v4 v5 ) ) 2 ) 8 ) ( / ( + ( min ( + ( * v1 8 ) v2 ) ( - v3 7 ) ) v5 ) 8 ) ) 8 ) 1 ),12
3188,( + ( + ( / ( + v0 246 ) 4 ) v1 ) 0 ),( + ( / ( + v0 246 ) 4 ) v1 ),7
3189,( max ( + ( * v0 2 ) 2 ) ( * v0 2 ) ),( + ( * v0 2 ) 2 ),2
3190,( - ( / ( + ( - ( / ( - ( + ( min ( + ( * ( + v0 v1 ) 8 ) v2 ) ( + v3 1 ) ) ( + v4 v5 ) ) 6 ) 4 ) ( / ( + ( min ( + ( * v1 8 ) v2 ) ( - v3 7 ) ) v5 ) 4 ) ) 8 ) 8 ) 1 ),( / ( - ( / ( - ( + ( min ( + ( * ( + v0 v1 ) 8 ) v2 ) ( + v3 1 ) ) ( + v4 v5 ) ) 6 ) 4 ) ( / ( + ( min ( + ( * v1 8 ) v2 ) ( - v3 7 ) ) v5 ) 4 ) ) 8 ),22
3191,( / ( + ( min v0 14 ) v1 ) 2 ),( / ( + ( min v0 14 ) v1 ) 2 ),12
3192,( max ( / ( + ( + v0 v1 ) 126 ) 128 ) ( / ( + ( / ( + ( + v0 v1 ) 62 ) 64 ) 1 ) 2 ) ),( / ( + ( + v0 v1 ) 126 ) 128 ),8
3193,( + ( max ( - v0 v1 ) 63 ) 1 ),( + ( max ( - v0 v1 ) 63 ) 1 ),3
3194,( / ( / ( + ( + v0 v1 ) 1 ) 2 ) 8 ),( / ( + ( + v0 v1 ) 1 ) 16 ),6
3195,( min ( + ( * 0 64 ) v0 ) ( - ( + v1 v0 ) 64 ) ),( - ( + ( min v1 64 ) v0 ) 64 ),32
3196,( - ( / ( - ( + v0 v1 ) 194 ) 32 ) v2 ),( - ( / ( - ( + v0 v1 ) 194 ) 32 ) v2 ),4
3197,( + ( * ( + v0 v1 ) ( + v2 1 ) ) v3 ),( + ( * ( + v0 v1 ) ( + v2 1 ) ) v3 ),14
3198,( <= ( - ( / v0 8 ) ( max ( / v1 8 ) -1 ) ) 0 ),( <= ( / v0 8 ) ( max ( / v1 8 ) -1 ) ),9
3199,( + v0 ( * ( / v1 8 ) 8 ) ),( + ( * ( / v1 8 ) 8 ) v0 ),4
3200,( max ( * ( / ( + ( + v0 v1 ) 126 ) 128 ) 2 ) ( + ( * ( / ( + ( + v0 v1 ) 126 ) 128 ) 2 ) 1 ) ),( + ( * ( / ( + ( + v0 v1 ) 126 ) 128 ) 2 ) 1 ),5
3201,( + ( / ( - ( + ( min v0 64 ) v1 ) 64 ) 2 ) 32 ),( / ( + ( min v0 64 ) v1 ) 2 ),12
3202,( / ( + ( - v0 v1 ) 31 ) 32 ),( / ( + ( - v0 v1 ) 31 ) 32 ),4
3203,( - ( * ( min ( + ( * ( / ( - v0 v1 ) 16 ) 16 ) v1 ) ( - v0 15 ) ) 2 ) 1 ),( - ( * ( min ( + ( * ( / ( - v0 v1 ) 16 ) 16 ) v1 ) ( - v0 15 ) ) 2 ) 1 ),11
3204,( - v0 1 ),( - v0 1 ),4
3205,( / ( / ( + ( + v0 v1 ) 1 ) 2 ) 4 ),( / ( + ( + v0 v1 ) 1 ) 8 ),5
3206,( <= ( / ( + v0 7 ) 8 ) 0 ),( <= v0 0 ),6
3207,( + ( - v0 2 ) 0 ),( - v0 2 ),2
3208,( + v0 v1 ),( + v1 v0 ),6
3209,( max ( max ( max ( max ( / ( + ( + v0 v1 ) 30 ) 32 ) ( + ( * v2 2 ) 2 ) ) ( / ( + ( min ( / ( - ( + v0 v1 ) 98 ) 16 ) ( + ( / ( - ( + ( min v0 8 ) v1 ) 8 ) 16 ) ( * ( / ( - ( / ( + ( + v0 v1 ) 14 ) 16 ) ( / ( - ( + ( min v0 8 ) v1 ) 8 ) 16 ) ) 8 ) 8 ) ) ) 7 ) 2 ) ) ( + ( / ( min ( / ( - ( + v0 v1 ) 98 ) 16 ) ( + ( / ( - ( + ( min v0 8 ) v1 ) 8 ) 16 ) ( * ( / ( - ( / ( + ( + v0 v1 ) 14 ) 16 ) ( / ( - ( + ( min v0 8 ) v1 ) 8 ) 16 ) ) 8 ) 8 ) ) ) 2 ) 4 ) ) ( / ( + ( + 7 ( min ( / ( - ( + v0 v1 ) 98 ) 16 ) ( + ( / ( - ( + ( min v0 8 ) v1 ) 8 ) 16 ) ( * ( / ( - ( / ( + ( + v0 v1 ) 14 ) 16 ) ( / ( - ( + ( min v0 8 ) v1 ) 8 ) 16 ) ) 8 ) 8 ) ) ) ) 1 ) 2 ) ),( max ( max ( max ( / ( + ( + v0 v1 ) 30 ) 32 ) ( + ( * v2 2 ) 2 ) ) ( / ( + ( min ( / ( - ( + v0 v1 ) 98 ) 16 ) ( + ( / ( - ( + ( min v0 8 ) v1 ) 8 ) 16 ) ( * ( / ( - ( / ( + ( + v0 v1 ) 14 ) 16 ) ( / ( - ( + ( min v0 8 ) v1 ) 8 ) 16 ) ) 8 ) 8 ) ) ) 7 ) 2 ) ) ( + ( / ( min ( / ( - ( + v0 v1 ) 98 ) 16 ) ( + ( / ( - ( + ( min v0 8 ) v1 ) 8 ) 16 ) ( * ( / ( - ( / ( + ( + v0 v1 ) 14 ) 16 ) ( / ( - ( + ( min v0 8 ) v1 ) 8 ) 16 ) ) 8 ) 8 ) ) ) 2 ) 4 ) ),32
3210,( - ( * ( - ( * ( + v0 v1 ) 2 ) v2 ) ( + v3 1 ) ) v4 ),( - ( * ( - ( * ( + v0 v1 ) 2 ) v2 ) ( + v3 1 ) ) v4 ),5
3211,( max ( + ( * ( / ( + ( + v0 v1 ) 126 ) 128 ) 2 ) 2 ) ( * ( / ( + ( + v0 v1 ) 126 ) 128 ) 2 ) ),( + ( * ( / ( + ( + v0 v1 ) 126 ) 128 ) 2 ) 2 ),4
3212,( && ( && ( && ( && 1 ( && ( != v0 v1 ) ( == v0 v1 ) ) ) ( && ( != v0 v1 ) ( == v2 v3 ) ) ) 1 ) 1 ),0,10
3213,( max ( + ( * v0 2 ) 1 ) ( - ( * v0 2 ) 1 ) ),( + ( * v0 2 ) 1 ),10
3214,( min ( min ( min ( / ( - ( + ( min v0 8 ) v1 ) 7 ) 2 ) ( - ( min ( min ( / ( + ( min v0 14 ) v1 ) 2 ) ( + ( * ( min ( - v2 7 ) v3 ) 2 ) 6 ) ) ( + ( / ( + ( min v0 8 ) v1 ) 2 ) 3 ) ) 7 ) ) ( - ( / ( + ( min v0 8 ) v1 ) 2 ) 4 ) ) ( / ( + ( + 0 ( - ( + ( min v0 8 ) v1 ) 8 ) ) 1 ) 2 ) ),( min ( min ( / ( - ( + ( min v0 8 ) v1 ) 7 ) 2 ) ( - ( min ( min ( / ( + ( min v0 14 ) v1 ) 2 ) ( + ( * ( min ( - v2 7 ) v3 ) 2 ) 6 ) ) ( + ( / ( + ( min v0 8 ) v1 ) 2 ) 3 ) ) 7 ) ) ( - ( / ( + ( min v0 8 ) v1 ) 2 ) 4 ) ),11
3215,( - ( * ( % v0 4 ) v1 ) v2 ),( - ( * ( % v0 4 ) v1 ) v2 ),6
3216,( + 0 ( - ( / ( + ( min v0 256 ) v1 ) 4 ) 64 ) ),( - ( / ( + ( min v0 256 ) v1 ) 4 ) 64 ),3
3217,( + ( * ( min ( + ( * ( / ( - v0 v1 ) 64 ) 64 ) v1 ) ( - v0 63 ) ) 2 ) 128 ),( + ( * ( min ( + ( * ( / ( - v0 v1 ) 64 ) 64 ) v1 ) ( - v0 63 ) ) 2 ) 128 ),8
3218,( min ( - v0 7 ) v1 ),( min ( - v0 7 ) v1 ),3
3219,( min ( - ( * ( min ( min ( - v0 63 ) v1 ) v2 ) 2 ) 1 ) ( - ( + ( min v3 256 ) v4 ) 256 ) ),( - ( min ( + ( * ( min ( min ( - v0 63 ) v1 ) v2 ) 2 ) 255 ) ( + ( min v3 256 ) v4 ) ) 256 ),10
3220,( max ( min ( + ( + ( * ( / ( - v0 v1 ) 8 ) 8 ) v1 ) 7 ) v0 ) ( + 7 ( min ( + ( * ( / ( - v0 v1 ) 8 ) 8 ) v1 ) ( - v0 7 ) ) ) ),( min ( + ( + ( * ( / ( - v0 v1 ) 8 ) 8 ) v1 ) 7 ) v0 ),14
3221,( min ( + ( / v0 64 ) ( * ( / ( - ( / ( + ( + v1 v0 ) 62 ) 64 ) ( / v0 64 ) ) 8 ) 8 ) ) ( / ( - ( + v1 v0 ) 386 ) 64 ) ),( min ( / ( - ( + v1 v0 ) 386 ) 64 ) ( + ( / v0 64 ) ( * ( / ( - ( / ( + ( + v1 v0 ) 62 ) 64 ) ( / v0 64 ) ) 8 ) 8 ) ) ),12
3222,( min ( + ( * 0 16 ) v0 ) ( - v1 15 ) ),( min ( - v1 15 ) v0 ),5
3223,( && ( <= v0 v1 ) ( <= ( + v2 v1 ) ( + v3 v0 ) ) ),( && ( <= v0 v1 ) ( <= ( + v2 v1 ) ( + v3 v0 ) ) ),7
3224,( max ( max ( / ( + ( + v0 v1 ) 14 ) 16 ) ( + ( * v2 2 ) 2 ) ) ( min ( + ( + ( * ( / ( - v3 v4 ) 64 ) 64 ) v4 ) 63 ) v3 ) ),( max ( max ( / ( + ( + v0 v1 ) 14 ) 16 ) ( + ( * v2 2 ) 2 ) ) ( min ( + ( + ( * ( / ( - v3 v4 ) 64 ) 64 ) v4 ) 63 ) v3 ) ),12
3225,( max ( + ( * ( min ( + ( + ( * ( / ( - v0 v1 ) 8 ) 8 ) v1 ) 7 ) v0 ) 2 ) 2 ) ( + ( * ( + 7 ( min ( + ( * ( / ( - v0 v1 ) 8 ) 8 ) v1 ) ( - v0 7 ) ) ) 2 ) 2 ) ),( + ( * ( min ( + ( + ( * ( / ( - v0 v1 ) 8 ) 8 ) v1 ) 7 ) v0 ) 2 ) 2 ),15
3226,v0,v0,21
3227,( + ( - v0 v1 ) ( / ( + v2 1 ) 2 ) ),( + ( / ( + v2 1 ) 2 ) ( - v0 v1 ) ),28
3228,( min ( + ( * 7 8 ) v0 ) ( + v0 56 ) ),( + v0 56 ),2
3229,( * ( - ( / v0 2 ) v1 ) v2 ),( * ( - ( / v0 2 ) v1 ) v2 ),6
3230,( + ( * ( min ( + ( * ( / ( - v0 v1 ) 64 ) 64 ) v1 ) ( - v0 63 ) ) 2 ) 128 ),( + ( * ( min ( + ( * ( / ( - v0 v1 ) 64 ) 64 ) v1 ) ( - v0 63 ) ) 2 ) 128 ),5
3231,( / ( + ( + 0 v0 ) 1 ) 2 ),( / ( + v0 1 ) 2 ),4
3232,( max ( max ( / ( + ( + v0 v1 ) 6 ) 8 ) ( + ( * ( min ( + ( + ( * ( / ( - v2 v3 ) 8 ) 8 ) v3 ) 7 ) v2 ) 2 ) 2 ) ) ( min ( + ( + ( * ( / ( - v4 v5 ) 8 ) 8 ) v5 ) 7 ) v4 ) ),( max ( max ( / ( + ( + v0 v1 ) 6 ) 8 ) ( + ( * ( min ( + ( + ( * ( / ( - v2 v3 ) 8 ) 8 ) v3 ) 7 ) v2 ) 2 ) 2 ) ) ( min ( + ( + ( * ( / ( - v4 v5 ) 8 ) 8 ) v5 ) 7 ) v4 ) ),13
3233,( + ( - ( + 8 0 ) 1 ) ( min ( + ( * ( / ( - v0 v1 ) 8 ) 8 ) v1 ) ( - v0 7 ) ) ),( min ( + ( + ( * ( / ( - v0 v1 ) 8 ) 8 ) v1 ) 7 ) v0 ),10
3234,( ! v0 ),( ! v0 ),2
3235,( - ( * ( max ( - ( min v0 1 ) 1 ) v1 ) v2 ) v3 ),( - ( * ( max ( - ( min v0 1 ) 1 ) v1 ) v2 ) v3 ),17
3236,( max ( max ( max ( / ( + ( min ( / ( - ( + v0 v1 ) 50 ) 8 ) ( - ( + ( / ( + ( min v0 8 ) v1 ) 8 ) ( * ( / ( + ( - ( / ( + ( + v0 v1 ) 6 ) 8 ) ( / ( + ( min v0 8 ) v1 ) 8 ) ) 1 ) 8 ) 8 ) ) 1 ) ) 7 ) 2 ) ( + ( max ( * v2 2 ) ( + ( min ( / ( - ( + v0 v1 ) 98 ) 16 ) ( + ( / ( - ( + ( min v0 8 ) v1 ) 8 ) 16 ) ( * ( / ( - ( / ( + ( + v0 v1 ) 14 ) 16 ) ( / ( - ( + ( min v0 8 ) v1 ) 8 ) 16 ) ) 8 ) 8 ) ) ) 5 ) ) 2 ) ) ( + ( / ( min ( / ( - ( + v0 v1 ) 50 ) 8 ) ( - ( + ( / ( + ( min v0 8 ) v1 ) 8 ) ( * ( / ( + ( - ( / ( + ( + v0 v1 ) 6 ) 8 ) ( / ( + ( min v0 8 ) v1 ) 8 ) ) 1 ) 8 ) 8 ) ) 1 ) ) 2 ) 4 ) ) ( min ( + ( + ( * ( / ( - v3 v4 ) 8 ) 8 ) v4 ) 7 ) v3 ) ),( max ( max ( max ( / ( + ( min ( / ( - ( + v0 v1 ) 50 ) 8 ) ( - ( + ( / ( + ( min v0 8 ) v1 ) 8 ) ( * ( / ( + ( - ( / ( + ( + v0 v1 ) 6 ) 8 ) ( / ( + ( min v0 8 ) v1 ) 8 ) ) 1 ) 8 ) 8 ) ) 1 ) ) 7 ) 2 ) ( + ( max ( * v2 2 ) ( + ( min ( / ( - ( + v0 v1 ) 98 ) 16 ) ( + ( / ( - ( + ( min v0 8 ) v1 ) 8 ) 16 ) ( * ( / ( - ( / ( + ( + v0 v1 ) 14 ) 16 ) ( / ( - ( + ( min v0 8 ) v1 ) 8 ) 16 ) ) 8 ) 8 ) ) ) 5 ) ) 2 ) ) ( + ( / ( min ( / ( - ( + v0 v1 ) 50 ) 8 ) ( - ( + ( / ( + ( min v0 8 ) v1 ) 8 ) ( * ( / ( + ( - ( / ( + ( + v0 v1 ) 6 ) 8 ) ( / ( + ( min v0 8 ) v1 ) 8 ) ) 1 ) 8 ) 8 ) ) 1 ) ) 2 ) 4 ) ) ( min ( + ( + ( * ( / ( - v3 v4 ) 8 ) 8 ) v4 ) 7 ) v3 ) ),27
3237,( max ( max ( - ( min ( + v0 v1 ) 2 ) 1 ) v1 ) ( max ( min ( - ( + v0 v1 ) 1 ) 2 ) v1 ) ),( max ( - ( min ( + v0 v1 ) 3 ) 1 ) v1 ),11
3238,( + ( - ( max ( max ( / ( + ( + v0 v1 ) 14 ) 16 ) ( + ( * v2 2 ) 2 ) ) ( min ( + ( + ( * ( / ( - v3 v4 ) 64 ) 64 ) v4 ) 63 ) v3 ) ) ( min ( min ( min ( / v1 16 ) ( - ( * v5 2 ) 1 ) ) ( - v3 63 ) ) v4 ) ) 1 ),( + ( - ( max ( max ( / ( + ( + v0 v1 ) 14 ) 16 ) ( + ( * v2 2 ) 2 ) ) ( min ( + ( + ( * ( / ( - v3 v4 ) 64 ) 64 ) v4 ) 63 ) v3 ) ) ( min ( min ( min ( / v1 16 ) ( - ( * v5 2 ) 1 ) ) ( - v3 63 ) ) v4 ) ) 1 ),28
3239,( && ( && ( && ( && 1 ( && ( != v0 v1 ) ( == v0 v1 ) ) ) ( && ( != v0 v1 ) ( == v2 v3 ) ) ) 1 ) 1 ),0,32
3240,( / ( + ( - ( / ( + ( + v0 v1 ) 6 ) 8 ) ( / ( + ( min v0 8 ) v1 ) 8 ) ) 1 ) 8 ),( / ( + ( - ( / ( + ( + v0 v1 ) 6 ) 8 ) ( / ( + ( min v0 8 ) v1 ) 8 ) ) 1 ) 8 ),31
3241,( - ( + v0 v1 ) 1 ),( - ( + v0 v1 ) 1 ),17
3242,( <= ( + ( / v0 8 ) 1 ) 0 ),( <= v0 -1 ),6
3243,( / ( + ( + ( - ( + 64 0 ) 1 ) v0 ) 15 ) 16 ),( / ( + v0 78 ) 16 ),24
3244,( + ( * v0 2 ) 2 ),( + ( * v0 2 ) 2 ),17
3245,( - ( * ( / v0 128 ) 2 ) 1 ),( - ( * ( / v0 128 ) 2 ) 1 ),3
3246,( min ( max ( min ( - ( + v0 v1 ) 1 ) 0 ) v1 ) ( max ( min ( - ( + v0 v1 ) 1 ) 1 ) v1 ) ),( max ( - ( min ( + v0 v1 ) 1 ) 1 ) v1 ),582
3247,( - ( / ( + ( + v0 v1 ) 230 ) 8 ) v2 ),( - ( / ( + ( + v0 v1 ) 230 ) 8 ) v2 ),4
3248,( min ( + ( * ( - ( + ( + ( / ( - v0 v1 ) 8 ) 1 ) 0 ) 1 ) 8 ) v1 ) ( - v0 7 ) ),( min ( + ( * ( / ( - v0 v1 ) 8 ) 8 ) v1 ) ( - v0 7 ) ),12
3249,( max ( / ( + ( + v0 v1 ) 2 ) 4 ) ( + ( * v2 2 ) 2 ) ),( max ( / ( + ( + v0 v1 ) 2 ) 4 ) ( + ( * v2 2 ) 2 ) ),9
3250,( - ( * ( - ( / ( + v0 v1 ) 2 ) ( / v0 2 ) ) 129 ) v2 ),( - ( * ( - ( / ( + v1 v0 ) 2 ) ( / v0 2 ) ) 129 ) v2 ),8
3251,( - ( * ( - v0 v1 ) v2 ) v3 ),( - ( * ( - v0 v1 ) v2 ) v3 ),4
3252,( min ( + ( * 0 8 ) v0 ) ( + v0 56 ) ),v0,11
3253,( - ( / ( + ( + v0 v1 ) 242 ) 4 ) v2 ),( - ( / ( + ( + v0 v1 ) 242 ) 4 ) v2 ),4
3254,( == ( * ( / v0 2 ) 2 ) v0 ),( == ( % v0 2 ) 0 ),25
3255,( min ( - ( min ( / ( + ( min v0 256 ) v1 ) 4 ) ( + ( * ( min ( - v2 127 ) v3 ) 2 ) 63 ) ) 64 ) ( / ( + ( - ( / ( + ( min v0 256 ) v1 ) 2 ) 128 ) 1 ) 2 ) ),( min ( / ( - ( + ( min v0 256 ) v1 ) 254 ) 4 ) ( - ( min ( / ( + ( min v0 256 ) v1 ) 4 ) ( + ( * ( min ( - v2 127 ) v3 ) 2 ) 63 ) ) 64 ) ),18
3256,( * ( - ( / v0 2 ) v1 ) 129 ),( * ( - ( / v0 2 ) v1 ) 129 ),3
3257,( - ( / ( + v0 v1 ) 2 ) v2 ),( - ( / ( + v0 v1 ) 2 ) v2 ),11
