ID,Expression
3828,( >= ( max ( / ( + ( - v0 v1 ) 13 ) 152 ) 0 ) ( - ( + ( max ( / ( + ( - v0 v1 ) 13 ) 152 ) 0 ) ( max ( - ( / ( + ( - v0 v1 ) 164 ) 152 ) ( max ( / ( + ( - v0 v1 ) 13 ) 152 ) 0 ) ) 0 ) ) 1 ) )
3829,( >= ( - 256 ( * ( + ( + ( * v0 5 ) v1 ) v2 ) 8 ) ) ( - 2255 ( * ( + ( + ( * v0 5 ) v1 ) v2 ) 8 ) ) )
3830,( == ( min ( / ( + ( + v0 v1 ) 3 ) 2 ) ( + ( + ( * v2 17 ) ( + ( * v3 63 ) v4 ) ) 8 ) ) ( min ( / ( + ( + v0 v1 ) 3 ) 2 ) ( + ( + ( * v2 17 ) ( + ( * v3 63 ) v4 ) ) 8 ) ) )
3831,( == ( - ( * ( / ( + ( + v0 v1 ) 314 ) 63 ) 2 ) ( + ( * ( / v1 63 ) 2 ) v2 ) ) ( - ( * ( / ( + ( + v0 v1 ) 314 ) 63 ) 2 ) ( + ( * ( / v1 63 ) 2 ) v2 ) ) )
3832,( == ( + ( min ( * v0 128 ) 380 ) ( / v1 2 ) ) ( + ( min ( * v0 128 ) 380 ) ( / v1 2 ) ) )
3833,( == ( min ( + ( * v0 4 ) v1 ) ( - v2 68 ) ) ( min ( + ( * v0 4 ) v1 ) ( - v2 68 ) ) )
3834,( == ( / ( + ( * ( - ( max ( min ( / ( - ( + v0 v1 ) 1 ) 65 ) 29 ) -2 ) ( max ( min ( / v1 65 ) 31 ) 0 ) ) 2 ) 26 ) 17 ) ( / ( + ( * ( - ( max ( min ( / ( - ( + v0 v1 ) 1 ) 65 ) 29 ) -2 ) ( max ( min ( / v1 65 ) 31 ) 0 ) ) 2 ) 26 ) 17 ) )
3835,( == ( + ( * ( + ( / v0 8 ) ( + ( * ( / ( + ( min ( + ( * v1 -16 ) v2 ) 14 ) 6 ) 7 ) 7 ) ( * v1 16 ) ) ) 8 ) ( + ( min ( * ( min ( - ( - ( / ( + ( + v3 v0 ) 63 ) 8 ) ( * v1 16 ) ) ( / v0 8 ) ) 14 ) 8 ) -52 ) ( * ( max ( + ( / v0 8 ) ( - ( * v1 16 ) ( / ( + ( + v3 v0 ) 63 ) 8 ) ) ) 0 ) -8 ) ) ) ( + ( * ( + ( / v0 8 ) ( + ( * ( / ( + ( min ( + ( * v1 -16 ) v2 ) 14 ) 6 ) 7 ) 7 ) ( * v1 16 ) ) ) 8 ) ( + ( min ( * ( min ( - ( - ( / ( + ( + v3 v0 ) 63 ) 8 ) ( * v1 16 ) ) ( / v0 8 ) ) 14 ) 8 ) -52 ) ( * ( max ( + ( / v0 8 ) ( - ( * v1 16 ) ( / ( + ( + v3 v0 ) 63 ) 8 ) ) ) 0 ) -8 ) ) ) )
3836,( == ( / ( + ( - ( max ( min ( + v0 v1 ) 1995 ) -4 ) ( max ( min v1 2002 ) 3 ) ) 259 ) 252 ) ( / ( + ( - ( max ( min ( + v0 v1 ) 1995 ) -4 ) ( max ( min v1 2002 ) 3 ) ) 259 ) 252 ) )
3837,( && ( && ( && ( && ( && ( && 1 ( <= ( + ( - ( * v0 8 ) 125 ) 96 ) ( - ( + ( * ( + 0 v0 ) 8 ) ( max -125 -5 ) ) 24 ) ) ) ( >= ( + ( + ( * v0 8 ) 3 ) 96 ) ( - ( + ( * ( + ( - ( + 16 0 ) 1 ) v0 ) 8 ) 3 ) 24 ) ) ) ( <= ( + ( + ( + ( * v1 8 ) v2 ) 0 ) 920 ) ( - ( + ( * ( + ( + ( * 0 4 ) 0 ) v1 ) 8 ) v2 ) 96 ) ) ) ( >= ( + ( + ( + ( * v1 8 ) v2 ) 3 ) 920 ) ( - ( + ( * ( + ( + ( * ( - ( + 32 0 ) 1 ) 4 ) ( - ( + 4 0 ) 1 ) ) v1 ) 8 ) v2 ) 96 ) ) ) ( <= 0 0 ) ) ( >= 2 ( - ( + 3 0 ) 1 ) ) )
3838,( < ( + ( + ( min ( * v0 16 ) 109 ) v1 ) v2 ) ( + ( + ( min ( * v0 16 ) 109 ) ( + v1 1 ) ) v2 ) )
3839,( >= ( + v0 v1 ) ( + ( + v0 ( - v1 1 ) ) 1 ) )
3840,( >= ( / ( + ( * ( - ( / ( max ( / ( + ( + v0 v1 ) 7 ) 8 ) 255 ) 16 ) ( / ( min ( / v1 8 ) 0 ) 16 ) ) 16 ) 178 ) 140 ) 0 )
3841,( == ( - ( * v0 2 ) 48 ) ( - ( + ( - ( * v0 2 ) 48 ) 4 ) 1 ) )
3842,( == ( - ( - 881 ( max ( * v0 332 ) 661 ) ) ( * v1 112 ) ) ( - ( - 881 ( max ( * v0 332 ) 661 ) ) ( * v1 112 ) ) )
3843,( == ( min ( max ( min v0 1996 ) -3 ) ( + ( max ( min v0 1999 ) 0 ) ( * v1 4 ) ) ) ( min ( max ( min v0 1996 ) -3 ) ( + ( max ( min v0 1999 ) 0 ) ( * v1 4 ) ) ) )
3844,( == ( + ( min ( max ( / ( + ( + v0 v1 ) 7 ) 8 ) 249 ) ( + ( + ( min ( / v1 8 ) 0 ) ( * v2 128 ) ) 122 ) ) ( * v3 64 ) ) ( + ( min ( max ( / ( + ( + v0 v1 ) 7 ) 8 ) 249 ) ( + ( + ( min ( / v1 8 ) 0 ) ( * v2 128 ) ) 122 ) ) ( * v3 64 ) ) )
3845,( == ( + ( max ( min ( / v0 2 ) 999 ) 0 ) ( * v1 16 ) ) ( + ( max ( min ( / v0 2 ) 999 ) 0 ) ( * v1 16 ) ) )
3846,( == ( - ( / ( - ( + v0 v1 ) 1 ) 63 ) ( + ( / v1 63 ) ( * v2 11 ) ) ) ( - ( / ( - ( + v0 v1 ) 1 ) 63 ) ( + ( / v1 63 ) ( * v2 11 ) ) ) )
3847,( == ( - ( min ( + ( + ( * v0 -4 ) v1 ) 8 ) v2 ) ( min v2 0 ) ) ( - ( min ( + ( + ( * v0 -4 ) v1 ) 8 ) v2 ) ( min v2 0 ) ) )
3848,( == ( min ( - v0 ( / v1 8 ) ) v2 ) ( min ( - v0 ( / v1 8 ) ) v2 ) )
3849,( == ( + ( / ( - ( / ( + ( + v0 v1 ) 314 ) 63 ) ( / v1 63 ) ) 2 ) 2 ) ( + ( / ( - ( / ( + ( + v0 v1 ) 314 ) 63 ) ( / v1 63 ) ) 2 ) 2 ) )
3850,( == ( max ( min ( max ( / ( - 152 ( * ( / v0 125 ) 64 ) ) 122 ) 0 ) ( / ( + ( * v1 64 ) 193 ) 122 ) ) ( / ( + ( * ( - v2 ( / v0 125 ) ) 64 ) 72 ) 122 ) ) ( max ( min ( max ( / ( - 152 ( * ( / v0 125 ) 64 ) ) 122 ) 0 ) ( / ( + ( * v1 64 ) 193 ) 122 ) ) ( / ( + ( * ( - v2 ( / v0 125 ) ) 64 ) 72 ) 122 ) ) )
3851,( == ( min ( * v0 8 ) ( + ( * v1 8 ) 52 ) ) ( min ( * v0 8 ) ( + ( * v1 8 ) 52 ) ) )
3852,( == ( - ( + ( * v0 2 ) v1 ) ( min ( + v1 260 ) v2 ) ) ( - ( + ( * v0 2 ) v1 ) ( min ( + v1 260 ) v2 ) ) )
3853,( == ( min ( + ( max ( min ( + v0 v1 ) 1875 ) -124 ) 131 ) v2 ) ( min ( + ( max ( min ( + v0 v1 ) 1875 ) -124 ) 131 ) v2 ) )
3854,( == ( + ( min ( / v0 8 ) 4 ) ( - ( * v1 17 ) ( max ( / ( + ( + v2 v0 ) 23 ) 8 ) 249 ) ) ) ( + ( min ( / v0 8 ) 4 ) ( - ( * v1 17 ) ( max ( / ( + ( + v2 v0 ) 23 ) 8 ) 249 ) ) ) )
3855,( == ( + ( / ( - ( max ( min ( * ( / ( + ( + v0 v1 ) 440 ) 63 ) 8 ) 246 ) -3 ) ( max ( min ( * ( / v1 63 ) 8 ) 310 ) 61 ) ) 32 ) 3 ) ( + ( / ( - ( max ( min ( * ( / ( + ( + v0 v1 ) 440 ) 63 ) 8 ) 246 ) -3 ) ( max ( min ( * ( / v1 63 ) 8 ) 310 ) 61 ) ) 32 ) 3 ) )
3856,( == ( - v0 ( * ( + ( * v1 4 ) v2 ) 125 ) ) ( - v0 ( * ( + ( * v1 4 ) v2 ) 125 ) ) )
3857,( == ( / ( + ( - ( / ( + ( + v0 v1 ) 7 ) 8 ) ( / v1 8 ) ) 69 ) 64 ) ( / ( + ( - ( / ( + ( + v0 v1 ) 7 ) 8 ) ( / v1 8 ) ) 69 ) 64 ) )
3858,( != ( / ( + v0 39 ) 32 ) 0 )
3859,( == ( - ( - ( max ( + ( max ( min ( + ( * v0 128 ) v1 ) ( - ( min ( + v2 v1 ) 2000 ) 128 ) ) -127 ) 11 ) ( + ( min ( * v0 128 ) ( - v2 128 ) ) v1 ) ) ( min ( min ( - ( max ( min ( + ( * v0 128 ) v1 ) ( - ( min ( + v2 v1 ) 2127 ) 128 ) ) 0 ) 11 ) ( + ( * v0 128 ) v1 ) ) ( - ( + v2 v1 ) 128 ) ) ) ( * v3 76 ) ) ( - ( - ( max ( + ( max ( min ( + ( * v0 128 ) v1 ) ( - ( min ( + v2 v1 ) 2000 ) 128 ) ) -127 ) 11 ) ( + ( min ( * v0 128 ) ( - v2 128 ) ) v1 ) ) ( min ( min ( - ( max ( min ( + ( * v0 128 ) v1 ) ( - ( min ( + v2 v1 ) 2127 ) 128 ) ) 0 ) 11 ) ( + ( * v0 128 ) v1 ) ) ( - ( + v2 v1 ) 128 ) ) ) ( * v3 76 ) ) )
3860,( <= ( max 0 ( + ( min 3 ( - ( + 0 ( / ( + ( * ( / ( + ( % v0 8 ) 132 ) 8 ) 8 ) 38 ) 28 ) ) 1 ) ) 1 ) ) 0 )
3861,( == ( + ( * v0 201 ) ( * v1 8 ) ) ( + ( * v0 201 ) ( * v1 8 ) ) )
3862,( == ( - ( + ( * v0 56 ) v1 ) ( * v2 32 ) ) ( - ( + ( * v0 56 ) v1 ) ( * v2 32 ) ) )
3863,( == ( / v0 ( / ( + v1 14 ) 9 ) ) ( / v0 ( / ( + v1 14 ) 9 ) ) )
3864,( == ( * ( / ( min ( + ( * v0 8 ) ( * ( * v1 4 ) 8 ) ) ( + ( * ( min v1 1 ) 32 ) 24 ) ) 2 ) 2 ) ( min ( + ( * v0 8 ) ( * ( * v1 4 ) 8 ) ) ( + ( * ( min v1 1 ) 32 ) 24 ) ) )
3865,( <= ( + ( max ( - ( min ( + ( min ( * v0 8 ) ( + ( - ( max ( * ( / ( + ( + v1 v2 ) 64 ) 65 ) 64 ) 1975 ) v3 ) 12 ) ) v3 ) ( + ( max ( * ( / ( + ( + v1 v2 ) 64 ) 65 ) 64 ) 1975 ) 12 ) ) ( + ( * v0 8 ) v3 ) ) ( - ( min ( + ( min ( + ( * v0 8 ) v4 ) ( + ( - ( max ( * ( / ( + ( + v1 v2 ) 64 ) 65 ) 64 ) 1975 ) v3 ) 12 ) ) v3 ) ( + ( max ( * ( / ( + ( + v1 v2 ) 64 ) 65 ) 64 ) 1975 ) 12 ) ) ( + ( + ( * v0 8 ) v4 ) v3 ) ) ) 3 ) 1024 )
3866,( == ( min ( / ( - ( + v0 v1 ) 1025 ) 16 ) ( - v2 2 ) ) ( min ( / ( - ( + v0 v1 ) 1025 ) 16 ) ( - v2 2 ) ) )
3867,( == ( + ( * ( / v0 63 ) 8 ) ( * v1 28 ) ) ( + ( * ( / v0 63 ) 8 ) ( * v1 28 ) ) )
3868,( == ( max ( / ( + ( - v0 v1 ) 130 ) 120 ) v2 ) ( max ( / ( + ( - v0 v1 ) 130 ) 120 ) v2 ) )
3869,( == ( max ( min ( max ( + ( * v0 4 ) ( + v1 v2 ) ) -1 ) ( + ( + ( * v0 4 ) ( + v1 v2 ) ) 4 ) ) ( + ( min ( + ( * v0 4 ) ( + v1 v2 ) ) 1995 ) 4 ) ) ( max ( min ( max ( + ( * v0 4 ) ( + v1 v2 ) ) -1 ) ( + ( + ( * v0 4 ) ( + v1 v2 ) ) 4 ) ) ( + ( min ( + ( * v0 4 ) ( + v1 v2 ) ) 1995 ) 4 ) ) )
3870,( == ( / ( + ( - ( max ( min ( * ( / ( - ( + v0 v1 ) 1 ) 63 ) 64 ) 1938 ) -61 ) ( max ( min ( * ( / v1 63 ) 64 ) 2044 ) 45 ) ) 176 ) 64 ) ( / ( + ( - ( max ( min ( * ( / ( - ( + v0 v1 ) 1 ) 63 ) 64 ) 1938 ) -61 ) ( max ( min ( * ( / v1 63 ) 64 ) 2044 ) 45 ) ) 176 ) 64 ) )
3871,( == ( + ( / v0 4 ) ( + ( * ( / ( min ( + ( * v1 64 ) 63 ) v2 ) 32 ) 32 ) ( + ( min ( + ( * v1 -64 ) v2 ) 3 ) ( * ( min ( / ( min ( + ( * v1 -64 ) v2 ) 63 ) 4 ) 7 ) 4 ) ) ) ) ( + ( / v0 4 ) ( + ( * ( / ( min ( + ( * v1 64 ) 63 ) v2 ) 32 ) 32 ) ( + ( min ( + ( * v1 -64 ) v2 ) 3 ) ( * ( min ( / ( min ( + ( * v1 -64 ) v2 ) 63 ) 4 ) 7 ) 4 ) ) ) ) )
3872,( != ( / ( + ( * v0 8 ) 1338 ) 1001 ) 0 )
3873,( == ( min ( - 251 ( * ( + ( * v0 16 ) v1 ) 4 ) ) ( - v2 ( + ( * ( + ( * v0 16 ) v1 ) 4 ) ( + ( * v3 252 ) v4 ) ) ) ) ( min ( - 251 ( * ( + ( * v0 16 ) v1 ) 4 ) ) ( - v2 ( + ( * ( + ( * v0 16 ) v1 ) 4 ) ( + ( * v3 252 ) v4 ) ) ) ) )
3874,( == ( + ( * v0 8 ) ( + ( * v1 2 ) v2 ) ) ( + ( * v0 8 ) ( + ( * v1 2 ) v2 ) ) )
3875,( == ( + ( * ( / ( - ( max ( min v0 2002 ) 3 ) 3 ) 16 ) 8 ) ( * v1 3 ) ) ( + ( * ( / ( - ( max ( min v0 2002 ) 3 ) 3 ) 16 ) 8 ) ( * v1 3 ) ) )
3876,( == ( min ( * ( / ( + ( + v0 v1 ) 62 ) 63 ) 8 ) ( + ( + ( * v2 140 ) ( * ( / v1 63 ) 8 ) ) 121 ) ) ( min ( * ( / ( + ( + v0 v1 ) 62 ) 63 ) 8 ) ( + ( + ( * v2 140 ) ( * ( / v1 63 ) 8 ) ) 121 ) ) )
3877,( == ( + ( / ( - ( / ( - ( + v0 v1 ) 1 ) 17 ) ( / v1 17 ) ) 60 ) 1 ) ( + ( / ( - ( / ( - ( + v0 v1 ) 1 ) 17 ) ( / v1 17 ) ) 60 ) 1 ) )
3878,( != ( / ( + ( * v0 8 ) 516 ) 508 ) 0 )
3879,( == ( min ( - ( / ( - ( + v0 v1 ) 1 ) 4 ) ( / v1 4 ) ) v2 ) ( min ( - ( / ( - ( + v0 v1 ) 1 ) 4 ) ( / v1 4 ) ) v2 ) )
3880,( == ( + ( / ( - -1016 ( % ( + ( min ( * v0 1000 ) ( - v1 1000 ) ) v2 ) 8 ) ) 8 ) ( * v3 4 ) ) ( + ( / ( - -1016 ( % ( + ( min ( * v0 1000 ) ( - v1 1000 ) ) v2 ) 8 ) ) 8 ) ( * v3 4 ) ) )
3881,( == ( - ( max ( min ( + ( * v0 4 ) v1 ) ( + ( min ( + v2 v1 ) 1995 ) 5 ) ) 1 ) ( + ( max ( min ( + ( * v0 4 ) v1 ) ( + ( min ( + v2 v1 ) 1998 ) 5 ) ) 4 ) ( * v3 4 ) ) ) ( - ( max ( min ( + ( * v0 4 ) v1 ) ( + ( min ( + v2 v1 ) 1995 ) 5 ) ) 1 ) ( + ( max ( min ( + ( * v0 4 ) v1 ) ( + ( min ( + v2 v1 ) 1998 ) 5 ) ) 4 ) ( * v3 4 ) ) ) )
3882,( == ( max ( * v0 64 ) ( + ( * ( + ( * v0 2 ) v1 ) 32 ) 3 ) ) ( max ( * v0 64 ) ( + ( * ( + ( * v0 2 ) v1 ) 32 ) 3 ) ) )
3883,( == ( / ( + ( - ( / ( - ( + v0 v1 ) 1 ) 65 ) ( / v1 65 ) ) 17 ) 16 ) ( / ( + ( - ( / ( - ( + v0 v1 ) 1 ) 65 ) ( / v1 65 ) ) 17 ) 16 ) )
3884,( == ( max ( - -553 ( max ( min ( - ( - ( * v0 8 ) ( * v1 12 ) ) ( * v2 8 ) ) -541 ) -552 ) ) ( - ( max ( min v3 552 ) 541 ) 553 ) ) ( max ( - -553 ( max ( min ( - ( - ( * v0 8 ) ( * v1 12 ) ) ( * v2 8 ) ) -541 ) -552 ) ) ( - ( max ( min v3 552 ) 541 ) 553 ) ) )
3885,( == ( min ( / ( - ( + v0 v1 ) 1 ) 4 ) ( + v2 63 ) ) ( min ( / ( - ( + v0 v1 ) 1 ) 4 ) ( + v2 63 ) ) )
3886,( == ( + ( * ( / ( + v0 v1 ) 8 ) 8 ) 116 ) ( + ( * ( / ( + v0 v1 ) 8 ) 8 ) 116 ) )
3887,( == ( + ( max ( min ( / v0 8 ) 249 ) 0 ) ( - ( * ( / v1 8 ) 130 ) ( max ( min ( / ( + ( + v2 v0 ) 7 ) 8 ) 249 ) 0 ) ) ) ( + ( max ( min ( / v0 8 ) 249 ) 0 ) ( - ( * ( / v1 8 ) 130 ) ( max ( min ( / ( + ( + v2 v0 ) 7 ) 8 ) 249 ) 0 ) ) ) )
3888,( == ( min ( / ( - ( + v0 v1 ) 1 ) 8 ) ( + v2 124 ) ) ( min ( / ( - ( + v0 v1 ) 1 ) 8 ) ( + v2 124 ) ) )
3889,( == ( / ( + ( - ( / ( + ( + v0 v1 ) 135 ) 64 ) ( / v1 64 ) ) 25 ) 20 ) ( / ( + ( - ( / ( + ( + v0 v1 ) 135 ) 64 ) ( / v1 64 ) ) 25 ) 20 ) )
3890,( == ( + ( / ( - ( % ( + ( + ( min ( * v0 125 ) ( - v1 125 ) ) v2 ) 12 ) 16 ) 142 ) 16 ) ( * v3 2 ) ) ( + ( / ( - ( % ( + ( + ( min ( * v0 125 ) ( - v1 125 ) ) v2 ) 12 ) 16 ) 142 ) 16 ) ( * v3 2 ) ) )
3891,( == ( min ( * v0 668 ) ( - v1 668 ) ) ( min ( * v0 668 ) ( - v1 668 ) ) )
3892,( == ( - ( min ( / ( + ( + v0 v1 ) 935 ) 8 ) ( + ( + ( / ( + v0 v1 ) 8 ) ( * ( / ( + ( % ( + ( min ( * v2 1000 ) ( - v3 1000 ) ) v0 ) 8 ) 63 ) 32 ) 4 ) ) 112 ) ) ( + ( / ( + v0 v1 ) 8 ) ( * v4 4 ) ) ) ( - ( min ( / ( + ( + v0 v1 ) 935 ) 8 ) ( + ( + ( / ( + v0 v1 ) 8 ) ( * ( / ( + ( % ( + ( min ( * v2 1000 ) ( - v3 1000 ) ) v0 ) 8 ) 63 ) 32 ) 4 ) ) 112 ) ) ( + ( / ( + v0 v1 ) 8 ) ( * v4 4 ) ) ) )
3893,( == ( / ( + ( - ( max ( min ( * ( / ( + ( + v0 v1 ) 7 ) 8 ) 2 ) 497 ) -2 ) ( max ( min ( * ( / v1 8 ) 2 ) 509 ) 10 ) ) 262 ) 250 ) ( / ( + ( - ( max ( min ( * ( / ( + ( + v0 v1 ) 7 ) 8 ) 2 ) 497 ) -2 ) ( max ( min ( * ( / v1 8 ) 2 ) 509 ) 10 ) ) 262 ) 250 ) )
3894,( >= ( max ( / ( + ( - v0 v1 ) 13 ) 152 ) 0 ) ( - ( + ( max ( / ( + ( - v0 v1 ) 13 ) 152 ) 0 ) ( max ( - ( / ( + ( - v0 v1 ) 164 ) 152 ) ( max ( / ( + ( - v0 v1 ) 13 ) 152 ) 0 ) ) 0 ) ) 1 ) )
3895,( == ( * ( / ( * ( min ( * v0 32 ) ( - v1 32 ) ) 4 ) 4 ) 4 ) ( * ( min ( * v0 32 ) ( - v1 32 ) ) 4 ) )
3896,( >= ( * v0 4 ) ( - ( + ( * v0 4 ) 4 ) 1 ) )
3897,( == ( - ( * ( + v0 v1 ) 8 ) 32 ) ( - ( + ( - ( * ( + v0 v1 ) 8 ) 32 ) 8 ) 1 ) )
3898,( == ( min ( + ( * v0 4 ) 2 ) v1 ) ( min ( + ( * v0 4 ) 2 ) v1 ) )
3899,( != ( / ( + ( * v0 64 ) 3542 ) 726 ) 0 )
3900,( != ( / ( + v0 128 ) 126 ) 0 )
3901,( == ( - ( + ( / v0 32 ) v1 ) ( min ( - ( / v0 32 ) 4 ) ( + ( * v2 -4 ) ( - ( / ( + ( + v3 v0 ) 127 ) 32 ) ( * v4 40 ) ) ) ) ) ( - ( + ( / v0 32 ) v1 ) ( min ( - ( / v0 32 ) 4 ) ( + ( * v2 -4 ) ( - ( / ( + ( + v3 v0 ) 127 ) 32 ) ( * v4 40 ) ) ) ) ) )
3902,( == ( min ( + ( * v0 334 ) 334 ) v1 ) ( min ( + ( * v0 334 ) 334 ) v1 ) )
3903,( == ( + ( max ( * v0 126 ) -6 ) ( / v1 8 ) ) ( + ( max ( * v0 126 ) -6 ) ( / v1 8 ) ) )
3904,( == ( min ( + v0 20 ) v1 ) ( min ( + v0 20 ) v1 ) )
3905,( == ( max ( - -184 ( * ( max ( min ( + ( * ( / v0 65 ) -8 ) ( + ( * v1 -131 ) ( - ( min ( * ( / ( + ( + v2 v0 ) 64 ) 65 ) 8 ) ( + ( + ( * v1 131 ) ( * ( / v0 65 ) 8 ) ) 117 ) ) ( * v3 4 ) ) ) ) -20 ) -23 ) 8 ) ) ( - ( * ( max ( min ( - ( * ( + ( * ( / v0 65 ) 2 ) v3 ) 4 ) ( min ( - ( * ( / ( + ( + v2 v0 ) 64 ) 65 ) 8 ) ( * v1 131 ) ) ( + ( * ( / v0 65 ) 8 ) 117 ) ) ) 23 ) 20 ) 8 ) 184 ) ) ( max ( - -184 ( * ( max ( min ( + ( * ( / v0 65 ) -8 ) ( + ( * v1 -131 ) ( - ( min ( * ( / ( + ( + v2 v0 ) 64 ) 65 ) 8 ) ( + ( + ( * v1 131 ) ( * ( / v0 65 ) 8 ) ) 117 ) ) ( * v3 4 ) ) ) ) -20 ) -23 ) 8 ) ) ( - ( * ( max ( min ( - ( * ( + ( * ( / v0 65 ) 2 ) v3 ) 4 ) ( min ( - ( * ( / ( + ( + v2 v0 ) 64 ) 65 ) 8 ) ( * v1 131 ) ) ( + ( * ( / v0 65 ) 8 ) 117 ) ) ) 23 ) 20 ) 8 ) 184 ) ) )
3906,( == ( min ( + ( * ( + ( * v0 8 ) v1 ) 8 ) 100 ) v2 ) ( min ( + ( * ( + ( * v0 8 ) v1 ) 8 ) 100 ) v2 ) )
3907,( == ( - v0 ( max ( min ( * ( / ( + ( + v1 v2 ) 87 ) 8 ) 8 ) 1994 ) -5 ) ) ( - v0 ( max ( min ( * ( / ( + ( + v1 v2 ) 87 ) 8 ) 8 ) 1994 ) -5 ) ) )
3908,( == ( min ( + ( min ( * v0 4 ) 1999 ) ( * ( / ( + v1 23 ) 4 ) 4 ) ) ( + ( max ( * v0 4 ) -15 ) 20 ) ) ( min ( + ( min ( * v0 4 ) 1999 ) ( * ( / ( + v1 23 ) 4 ) 4 ) ) ( + ( max ( * v0 4 ) -15 ) 20 ) ) )
3909,( == ( / ( + ( - ( max ( min ( * ( / ( + ( + v0 v1 ) 127 ) 32 ) 4 ) 246 ) -3 ) ( max ( min ( * ( / v1 32 ) 4 ) 281 ) 32 ) ) 98 ) 63 ) ( / ( + ( - ( max ( min ( * ( / ( + ( + v0 v1 ) 127 ) 32 ) 4 ) 246 ) -3 ) ( max ( min ( * ( / v1 32 ) 4 ) 281 ) 32 ) ) 98 ) 63 ) )
3910,( < ( + ( * ( + ( * v0 2 ) v1 ) 8 ) 8 ) ( + ( * ( + ( * v0 2 ) ( + v1 1 ) ) 8 ) 1 ) )
3911,( == ( + ( * v0 4 ) ( + ( * v1 508 ) ( + v2 v3 ) ) ) ( + ( * v0 4 ) ( + ( * v1 508 ) ( + v2 v3 ) ) ) )
3912,( == ( min ( + ( * v0 2 ) v1 ) ( + ( min ( max ( min ( / ( + ( + v2 v3 ) 124 ) 8 ) 249 ) 0 ) ( + v1 1 ) ) 1 ) ) ( min ( + ( * v0 2 ) v1 ) ( + ( min ( max ( min ( / ( + ( + v2 v3 ) 124 ) 8 ) 249 ) 0 ) ( + v1 1 ) ) 1 ) ) )
3913,( == ( / ( + ( - ( max ( min ( * ( / ( + ( + v0 v1 ) 7 ) 8 ) 2 ) 497 ) -2 ) ( max ( min ( * ( / v1 8 ) 2 ) 509 ) 10 ) ) 76 ) 63 ) ( / ( + ( - ( max ( min ( * ( / ( + ( + v0 v1 ) 7 ) 8 ) 2 ) 497 ) -2 ) ( max ( min ( * ( / v1 8 ) 2 ) 509 ) 10 ) ) 76 ) 63 ) )
3914,( == ( max ( min ( max ( / ( + ( - v0 ( * ( max ( min ( * ( / v1 63 ) 8 ) 285 ) 36 ) 8 ) ) 1304 ) 1004 ) 0 ) ( / ( + ( * v2 8 ) 1005 ) 1004 ) ) ( / ( - ( min ( * ( - v3 ( max ( min ( * ( / v1 63 ) 8 ) 285 ) 36 ) ) 8 ) ( + ( - ( min ( * v3 8 ) ( + ( + v4 v0 ) 411 ) ) ( * ( max ( min ( * ( / v1 63 ) 8 ) 285 ) 36 ) 8 ) ) 895 ) ) 2 ) 1004 ) ) ( max ( min ( max ( / ( + ( - v0 ( * ( max ( min ( * ( / v1 63 ) 8 ) 285 ) 36 ) 8 ) ) 1304 ) 1004 ) 0 ) ( / ( + ( * v2 8 ) 1005 ) 1004 ) ) ( / ( - ( min ( * ( - v3 ( max ( min ( * ( / v1 63 ) 8 ) 285 ) 36 ) ) 8 ) ( + ( - ( min ( * v3 8 ) ( + ( + v4 v0 ) 411 ) ) ( * ( max ( min ( * ( / v1 63 ) 8 ) 285 ) 36 ) 8 ) ) 895 ) ) 2 ) 1004 ) ) )
3915,( == ( + ( * v0 68 ) ( * ( / v1 63 ) 8 ) ) ( + ( * v0 68 ) ( * ( / v1 63 ) 8 ) ) )
3916,( == ( + ( max ( min ( * ( / v0 63 ) 8 ) 285 ) 36 ) ( * v1 16 ) ) ( + ( max ( min ( * ( / v0 63 ) 8 ) 285 ) 36 ) ( * v1 16 ) ) )
3917,( == ( - ( - ( / ( + ( + v0 v1 ) 7 ) 8 ) ( * v2 126 ) ) ( / v1 8 ) ) ( - ( - ( / ( + ( + v0 v1 ) 7 ) 8 ) ( * v2 126 ) ) ( / v1 8 ) ) )
3918,( >= ( - v0 1 ) ( - ( + ( - v0 1 ) 2 ) 1 ) )
3919,( == ( / ( + ( * ( - ( / ( + ( + v0 v1 ) 63 ) 32 ) ( / v1 32 ) ) 32 ) 951 ) 752 ) ( / ( + ( * ( - ( / ( + ( + v0 v1 ) 63 ) 32 ) ( / v1 32 ) ) 32 ) 951 ) 752 ) )
3920,( == ( - ( min ( - ( max ( * ( / ( + ( + v0 v1 ) 15 ) 16 ) 8 ) 995 ) ( * v2 32 ) ) ( + ( + ( min ( * v3 12 ) 20 ) ( min ( * ( / v1 16 ) 8 ) 4 ) ) 3 ) ) ( + ( * v3 12 ) ( + ( min ( * ( / v1 16 ) 8 ) 4 ) ( * v4 4 ) ) ) ) ( - ( min ( - ( max ( * ( / ( + ( + v0 v1 ) 15 ) 16 ) 8 ) 995 ) ( * v2 32 ) ) ( + ( + ( min ( * v3 12 ) 20 ) ( min ( * ( / v1 16 ) 8 ) 4 ) ) 3 ) ) ( + ( * v3 12 ) ( + ( min ( * ( / v1 16 ) 8 ) 4 ) ( * v4 4 ) ) ) ) )
